ORDERNUMBER,QUANTITYORDERED,SALES,ORDERDATE,PRODUCTLINE
10370,27,7,1/20/2019 0:00,Classic Cars
10377,39,7,2/9/2019 0:00,Classic Cars
10383,47,7,2/22/2019 0:00,Classic Cars
10394,22,7,3/15/2019 0:00,Classic Cars
10405,55,7,4/14/2019 0:00,Classic Cars
10412,60,6,5/3/2019 0:00,Classic Cars
10419,35,6,5/17/2019 0:00,Classic Cars
10425,28,6,5/31/2019 0:00,Classic Cars
10105,38,4330.1,2/11/2003 0:00,Trains
10117,21,2011.8,4/16/2003 0:00,Trains
10128,41,4837.18,6/6/2003 0:00,Trains
10142,22,2151.82,8/8/2003 0:00,Trains
10153,29,2573.46,9/28/2003 0:00,Trains
10165,50,5344.5,10/22/2003 0:00,Trains
10177,29,3070.52,11/7/2003 0:00,Trains
10185,49,3952.83,11/14/2003 0:00,Trains
10196,35,3564.75,11/26/2003 0:00,Trains
10208,48,8,1/2/2018 0:00,Trains
10221,23,8,2/18/2018 0:00,Trains
10232,48,8,3/20/2018 0:00,Trains
10248,42,8,5/7/2018 0:00,Trains
10273,47,8,7/21/2018 0:00,Trains
10282,36,8,8/20/2018 0:00,Trains
10293,22,8,9/9/2018 0:00,Trains
10306,40,8,10/14/2018 0:00,Trains
10314,23,8,10/22/2018 0:00,Trains
10326,32,8,11/9/2018 0:00,Trains
10336,21,8,11/20/2018 0:00,Trains
10350,41,8,12/2/2018 0:00,Trains
10372,25,7,1/26/2019 0:00,Trains
10383,26,7,2/22/2019 0:00,Trains
10396,24,7,3/23/2019 0:00,Trains
10414,48,6,5/6/2019 0:00,Trains
10108,26,1777.1,3/3/2003 0:00,Classic Cars
10122,21,1536.57,5/8/2003 0:00,Classic Cars
10135,45,3510,7/2/2003 0:00,Classic Cars
10147,36,3097.44,9/5/2003 0:00,Classic Cars
10159,21,1705.41,10/10/2003 0:00,Classic Cars
10169,32,2264.32,11/4/2003 0:00,Classic Cars
10181,30,2484.6,11/12/2003 0:00,Classic Cars
10191,36,3415.68,11/20/2003 0:00,Classic Cars
10203,33,2839.32,12/2/2003 0:00,Classic Cars
10211,35,8,1/15/2018 0:00,Classic Cars
10225,37,8,2/22/2018 0:00,Classic Cars
10238,41,8,4/9/2018 0:00,Classic Cars
10252,20,8,5/26/2018 0:00,Classic Cars
10265,45,8,7/2/2018 0:00,Classic Cars
10276,38,8,8/2/2018 0:00,Classic Cars
10287,43,8,8/30/2018 0:00,Classic Cars
10300,49,3861.2,10/4/2003 0:00,Classic Cars
10310,27,8,10/16/2018 0:00,Classic Cars
10319,46,8,11/3/2018 0:00,Classic Cars
10329,38,8,11/15/2018 0:00,Classic Cars
10342,25,8,11/24/2018 0:00,Classic Cars
10363,46,7,1/6/2019 0:00,Classic Cars
10378,22,7,2/10/2019 0:00,Classic Cars
10390,40,7,3/4/2019 0:00,Classic Cars
10103,46,4791.82,1/29/2003 0:00,Vintage Cars
10111,39,4178.85,3/25/2003 0:00,Vintage Cars
10126,38,3128.92,5/28/2003 0:00,Vintage Cars
10139,30,3095.4,7/16/2003 0:00,Vintage Cars
10149,42,3958.5,9/12/2003 0:00,Vintage Cars
10163,43,4991.44,10/20/2003 0:00,Vintage Cars
10173,29,2761.96,11/5/2003 0:00,Vintage Cars
10182,33,2848.23,11/12/2003 0:00,Vintage Cars
10193,32,2539.84,11/21/2003 0:00,Vintage Cars
10206,28,2444.4,12/5/2003 0:00,Vintage Cars
10215,41,8,1/29/2018 0:00,Vintage Cars
10227,33,8,3/2/2018 0:00,Vintage Cars
10244,36,8,4/29/2018 0:00,Vintage Cars
10257,26,8,6/14/2018 0:00,Vintage Cars
10280,34,8,8/17/2018 0:00,Vintage Cars
10290,26,8,9/7/2018 0:00,Vintage Cars
10304,38,8,10/11/2018 0:00,Vintage Cars
10312,33,8,10/21/2018 0:00,Vintage Cars
10323,33,8,11/5/2018 0:00,Vintage Cars
10333,46,8,11/18/2018 0:00,Vintage Cars
10347,26,8,11/29/2018 0:00,Vintage Cars
10357,25,8,12/10/2018 0:00,Vintage Cars
10369,45,7,1/20/2019 0:00,Vintage Cars
10382,50,7,2/17/2019 0:00,Vintage Cars
10392,36,7,3/10/2019 0:00,Vintage Cars
10423,21,6,5/30/2019 0:00,Vintage Cars
10108,29,4049.56,3/3/2003 0:00,Classic Cars
10122,21,2469.39,5/8/2003 0:00,Classic Cars
10135,42,5432.7,7/2/2003 0:00,Classic Cars
10147,37,4405.22,9/5/2003 0:00,Classic Cars
10159,25,3638,10/10/2003 0:00,Classic Cars
10169,36,4444.92,11/4/2003 0:00,Classic Cars
10181,22,3395.48,11/12/2003 0:00,Classic Cars
10191,23,3414.58,11/20/2003 0:00,Classic Cars
10203,32,5127.04,12/2/2003 0:00,Classic Cars
10211,28,8,1/15/2018 0:00,Classic Cars
10225,27,8,2/22/2018 0:00,Classic Cars
10238,49,8,4/9/2018 0:00,Classic Cars
10252,41,8,5/26/2018 0:00,Classic Cars
10265,49,8,7/2/2018 0:00,Classic Cars
10276,30,8,8/2/2018 0:00,Classic Cars
10287,40,8,8/30/2018 0:00,Classic Cars
10300,23,3786.49,10/4/2003 0:00,Classic Cars
10310,49,8,10/16/2018 0:00,Classic Cars
10320,25,8,11/3/2018 0:00,Classic Cars
10330,37,8,11/16/2018 0:00,Classic Cars
10342,55,8,11/24/2018 0:00,Classic Cars
10355,23,8,12/7/2018 0:00,Classic Cars
10363,24,7,1/6/2019 0:00,Classic Cars
10378,43,7,2/10/2019 0:00,Classic Cars
10390,50,7,3/4/2019 0:00,Classic Cars
10109,47,6241.6,3/10/2003 0:00,Classic Cars
10123,34,5331.88,5/20/2003 0:00,Classic Cars
10137,31,5124.3,7/10/2003 0:00,Classic Cars
10148,28,3639.44,9/11/2003 0:00,Classic Cars
10161,36,5544,10/17/2003 0:00,Classic Cars
10172,48,5493.12,11/5/2003 0:00,Classic Cars
10181,39,5785.26,11/12/2003 0:00,Classic Cars
10192,45,5340.6,11/20/2003 0:00,Classic Cars
10204,35,5735.8,12/2/2003 0:00,Classic Cars
10212,45,8,1/16/2018 0:00,Classic Cars
10226,46,8,2/26/2018 0:00,Classic Cars
10240,37,8,4/13/2018 0:00,Classic Cars
10253,31,8,6/1/2018 0:00,Classic Cars
10266,33,8,7/6/2018 0:00,Classic Cars
10278,31,8,8/6/2018 0:00,Classic Cars
10287,27,8,8/30/2018 0:00,Classic Cars
10301,39,6446.7,10/5/2003 0:00,Classic Cars
10311,32,8,10/16/2018 0:00,Classic Cars
10321,28,8,11/4/2018 0:00,Classic Cars
10331,26,8,11/17/2018 0:00,Classic Cars
10343,44,8,11/24/2018 0:00,Classic Cars
10367,46,7,1/12/2019 0:00,Classic Cars
10379,32,7,2/10/2019 0:00,Classic Cars
10406,65,7,4/15/2019 0:00,Classic Cars
10419,43,6,5/17/2019 0:00,Classic Cars
10108,43,2914.11,3/3/2003 0:00,Motorcycles
10122,35,1740.9,5/8/2003 0:00,Motorcycles
10135,45,2266.2,7/2/2003 0:00,Motorcycles
10146,47,3155.58,9/3/2003 0:00,Motorcycles
10159,21,1357.86,10/10/2003 0:00,Motorcycles
10169,38,2598.82,11/4/2003 0:00,Motorcycles
10180,21,1057.56,11/11/2003 0:00,Motorcycles
10191,43,3127.82,11/20/2003 0:00,Motorcycles
10211,46,8,1/15/2018 0:00,Motorcycles
10224,38,8,2/21/2018 0:00,Motorcycles
10237,26,8,4/5/2018 0:00,Motorcycles
10252,31,8,5/26/2018 0:00,Motorcycles
10264,48,8,6/30/2018 0:00,Motorcycles
10276,33,8,8/2/2018 0:00,Motorcycles
10286,38,8,8/28/2018 0:00,Motorcycles
10299,39,8,9/30/2018 0:00,Motorcycles
10310,42,8,10/16/2018 0:00,Motorcycles
10319,44,8,11/3/2018 0:00,Motorcycles
10330,29,8,11/16/2018 0:00,Motorcycles
10342,26,8,11/24/2018 0:00,Motorcycles
10355,31,8,12/7/2018 0:00,Motorcycles
10363,32,7,1/6/2019 0:00,Motorcycles
10378,28,7,2/10/2019 0:00,Motorcycles
10390,36,7,3/4/2019 0:00,Motorcycles
10403,36,7,4/8/2019 0:00,Motorcycles
10106,41,4774.86,2/17/2003 0:00,Vintage Cars
10119,27,2687.04,4/28/2003 0:00,Vintage Cars
10130,33,3423.75,6/16/2003 0:00,Vintage Cars
10143,34,3455.76,8/10/2003 0:00,Vintage Cars
10155,29,3622.97,10/6/2003 0:00,Vintage Cars
10167,34,3599.58,10/23/2003 0:00,Vintage Cars
10178,48,5386.56,11/8/2003 0:00,Vintage Cars
10186,46,4918.78,11/14/2003 0:00,Vintage Cars
10197,22,2538.8,11/26/2003 0:00,Vintage Cars
10209,20,8,1/9/2018 0:00,Vintage Cars
10222,45,8,2/19/2018 0:00,Vintage Cars
10249,46,8,5/8/2018 0:00,Vintage Cars
10262,34,8,6/24/2018 0:00,Vintage Cars
10273,50,8,7/21/2018 0:00,Vintage Cars
10283,46,8,8/20/2018 0:00,Vintage Cars
10296,22,8,9/15/2018 0:00,Vintage Cars
10307,48,8,10/14/2018 0:00,Vintage Cars
10316,47,8,11/1/2018 0:00,Vintage Cars
10328,34,8,11/12/2018 0:00,Vintage Cars
10338,45,8,11/22/2018 0:00,Vintage Cars
10351,20,8,12/3/2018 0:00,Vintage Cars
10373,50,7,1/31/2019 0:00,Vintage Cars
10386,22,7,3/1/2019 0:00,Vintage Cars
10398,45,7,3/30/2019 0:00,Vintage Cars
10400,58,7,4/1/2019 0:00,Vintage Cars
10415,51,6,5/9/2019 0:00,Vintage Cars
10104,38,5348.5,1/31/2003 0:00,Classic Cars
10117,22,2780.58,4/16/2003 0:00,Classic Cars
10127,25,3447,6/3/2003 0:00,Classic Cars
10142,24,3791.52,8/8/2003 0:00,Classic Cars
10152,35,4524.1,9/25/2003 0:00,Classic Cars
10165,28,3337.6,10/22/2003 0:00,Classic Cars
10176,36,5532.12,11/6/2003 0:00,Classic Cars
10185,39,5096.91,11/14/2003 0:00,Classic Cars
10196,27,4537.08,11/26/2003 0:00,Classic Cars
10207,40,6146.8,12/9/2003 0:00,Classic Cars
10220,50,8,2/12/2018 0:00,Classic Cars
10230,42,8,3/15/2018 0:00,Classic Cars
10247,48,8,5/5/2018 0:00,Classic Cars
10272,25,8,7/20/2018 0:00,Classic Cars
10282,31,8,8/20/2018 0:00,Classic Cars
10292,44,8,9/8/2018 0:00,Classic Cars
10306,23,8,10/14/2018 0:00,Classic Cars
10314,29,8,10/22/2018 0:00,Classic Cars
10324,49,8,11/5/2018 0:00,Classic Cars
10337,36,8,11/21/2018 0:00,Classic Cars
10349,34,8,12/1/2018 0:00,Classic Cars
10358,25,8,12/10/2018 0:00,Classic Cars
10372,48,7,1/26/2019 0:00,Classic Cars
10383,38,7,2/22/2019 0:00,Classic Cars
10394,37,7,3/15/2019 0:00,Classic Cars
10413,49,6,5/5/2019 0:00,Classic Cars
10100,22,1903.22,1/6/2003 0:00,Vintage Cars
10110,28,2499.56,3/18/2003 0:00,Vintage Cars
10124,36,3081.24,5/21/2003 0:00,Vintage Cars
10148,34,3598.22,9/11/2003 0:00,Vintage Cars
10162,39,3912.09,10/18/2003 0:00,Vintage Cars
10173,21,1584.66,11/5/2003 0:00,Vintage Cars
10182,36,3942.72,11/12/2003 0:00,Vintage Cars
10193,24,2341.2,11/21/2003 0:00,Vintage Cars
10204,29,2482.11,12/2/2003 0:00,Vintage Cars
10213,38,8,1/22/2018 0:00,Vintage Cars
10227,34,8,3/2/2018 0:00,Vintage Cars
10241,42,8,4/13/2018 0:00,Vintage Cars
10280,35,8,8/17/2018 0:00,Vintage Cars
10288,35,8,9/1/2018 0:00,Vintage Cars
10302,38,3392.26,10/6/2003 0:00,Vintage Cars
10311,41,8,10/16/2018 0:00,Vintage Cars
10332,50,8,11/17/2018 0:00,Vintage Cars
10344,21,8,11/25/2018 0:00,Vintage Cars
10367,43,7,1/12/2019 0:00,Vintage Cars
10380,32,7,2/16/2019 0:00,Vintage Cars
10407,6,7,4/22/2019 0:00,Vintage Cars
10420,66,6,5/29/2019 0:00,Vintage Cars
10105,41,3382.5,2/11/2003 0:00,Vintage Cars
10117,23,2240.66,4/16/2003 0:00,Vintage Cars
10128,43,3962.88,6/6/2003 0:00,Vintage Cars
10142,24,1685.28,8/8/2003 0:00,Vintage Cars
10153,22,1834.36,9/28/2003 0:00,Vintage Cars
10166,26,1916.98,10/21/2003 0:00,Vintage Cars
10177,35,2611,11/7/2003 0:00,Vintage Cars
10185,47,3630.28,11/14/2003 0:00,Vintage Cars
10197,50,5090.5,11/26/2003 0:00,Vintage Cars
10208,45,8,1/2/2018 0:00,Vintage Cars
10221,39,8,2/18/2018 0:00,Vintage Cars
10232,23,8,3/20/2018 0:00,Vintage Cars
10248,42,8,5/7/2018 0:00,Vintage Cars
10261,20,8,6/17/2018 0:00,Vintage Cars
10273,33,8,7/21/2018 0:00,Vintage Cars
10283,34,8,8/20/2018 0:00,Vintage Cars
10293,49,8,9/9/2018 0:00,Vintage Cars
10306,39,8,10/14/2018 0:00,Vintage Cars
10315,36,8,10/29/2018 0:00,Vintage Cars
10326,50,8,11/9/2018 0:00,Vintage Cars
10337,29,8,11/21/2018 0:00,Vintage Cars
10350,30,8,12/2/2018 0:00,Vintage Cars
10372,41,7,1/26/2019 0:00,Vintage Cars
10383,28,7,2/22/2019 0:00,Vintage Cars
10396,45,7,3/23/2019 0:00,Vintage Cars
10414,16,6,5/6/2019 0:00,Vintage Cars
10103,36,4228.2,1/29/2003 0:00,Trucks and Buses
10114,41,4815.45,4/1/2003 0:00,Trucks and Buses
10126,50,7083,5/28/2003 0:00,Trucks and Buses
10140,40,4601.2,7/24/2003 0:00,Trucks and Buses
10150,49,6467.02,9/19/2003 0:00,Trucks and Buses
10164,45,5012.55,10/21/2003 0:00,Trucks and Buses
10175,47,5121.59,11/6/2003 0:00,Trucks and Buses
10183,21,2441.04,11/13/2003 0:00,Trucks and Buses
10194,32,4262.08,11/25/2003 0:00,Trucks and Buses
10207,47,6658.02,12/9/2003 0:00,Trucks and Buses
10217,38,8,2/4/2018 0:00,Trucks and Buses
10229,41,8,3/11/2018 0:00,Trucks and Buses
10245,21,8,5/4/2018 0:00,Trucks and Buses
10259,41,8,6/15/2018 0:00,Trucks and Buses
10270,38,8,7/19/2018 0:00,Trucks and Buses
10281,25,8,8/19/2018 0:00,Trucks and Buses
10291,48,8,9/8/2018 0:00,Trucks and Buses
10305,22,8,10/13/2018 0:00,Trucks and Buses
10313,28,8,10/22/2018 0:00,Trucks and Buses
10323,47,8,11/5/2018 0:00,Trucks and Buses
10334,49,8,11/19/2018 0:00,Trucks and Buses
10347,45,8,11/29/2018 0:00,Trucks and Buses
10357,28,8,12/10/2018 0:00,Trucks and Buses
10370,29,7,1/20/2019 0:00,Trucks and Buses
10382,39,7,2/17/2019 0:00,Trucks and Buses
10411,46,6,5/1/2019 0:00,Trucks and Buses
10425,38,6,5/31/2019 0:00,Trucks and Buses
10103,41,1938.89,1/29/2003 0:00,Vintage Cars
10113,50,2490.5,3/26/2003 0:00,Vintage Cars
10126,43,2314.69,5/28/2003 0:00,Vintage Cars
10140,29,1254.83,7/24/2003 0:00,Vintage Cars
10150,30,1282.8,9/19/2003 0:00,Vintage Cars
10164,25,1345.75,10/21/2003 0:00,Vintage Cars
10174,49,2194.22,11/6/2003 0:00,Vintage Cars
10183,40,1972,11/13/2003 0:00,Vintage Cars
10194,41,1835.98,11/25/2003 0:00,Vintage Cars
10206,21,1119.93,12/5/2003 0:00,Vintage Cars
10215,46,8,1/29/2018 0:00,Vintage Cars
10229,39,8,3/11/2018 0:00,Vintage Cars
10245,45,8,5/4/2018 0:00,Vintage Cars
10258,21,8,6/15/2018 0:00,Vintage Cars
10270,44,8,7/19/2018 0:00,Vintage Cars
10281,44,8,8/19/2018 0:00,Vintage Cars
10291,29,8,9/8/2018 0:00,Vintage Cars
10304,34,8,10/11/2018 0:00,Vintage Cars
10312,39,8,10/21/2018 0:00,Vintage Cars
10324,38,8,11/5/2018 0:00,Vintage Cars
10333,24,8,11/18/2018 0:00,Vintage Cars
10348,29,8,11/1/2018 0:00,Vintage Cars
10358,30,8,12/10/2018 0:00,Vintage Cars
10370,20,7,1/20/2019 0:00,Vintage Cars
10382,39,7,2/17/2019 0:00,Vintage Cars
10411,35,6,5/1/2019 0:00,Vintage Cars
10424,26,6,5/31/2019 0:00,Vintage Cars
10108,44,5565.12,3/3/2003 0:00,Classic Cars
10122,28,3583.16,5/8/2003 0:00,Classic Cars
10135,31,4705.18,7/2/2003 0:00,Classic Cars
10146,29,4444.54,9/3/2003 0:00,Classic Cars
10159,32,4618.88,10/10/2003 0:00,Classic Cars
10169,33,4910.4,11/4/2003 0:00,Classic Cars
10180,44,5565.12,11/11/2003 0:00,Classic Cars
10191,32,4237.76,11/20/2003 0:00,Classic Cars
10211,41,8,1/15/2018 0:00,Classic Cars
10225,35,8,2/22/2018 0:00,Classic Cars
10238,44,8,4/9/2018 0:00,Classic Cars
10252,26,8,5/26/2018 0:00,Classic Cars
10264,20,8,6/30/2018 0:00,Classic Cars
10276,48,8,8/2/2018 0:00,Classic Cars
10287,34,8,8/30/2018 0:00,Classic Cars
10299,49,8,9/30/2018 0:00,Classic Cars
10310,40,8,10/16/2018 0:00,Classic Cars
10319,45,8,11/3/2018 0:00,Classic Cars
10330,50,8,11/16/2018 0:00,Classic Cars
10342,38,8,11/24/2018 0:00,Classic Cars
10355,25,8,12/7/2018 0:00,Classic Cars
10363,28,7,1/6/2019 0:00,Classic Cars
10378,49,7,2/10/2019 0:00,Classic Cars
10390,49,7,3/4/2019 0:00,Classic Cars
10110,42,2574.18,3/18/2003 0:00,Classic Cars
10124,23,1327.79,5/21/2003 0:00,Classic Cars
10148,29,2356.25,9/11/2003 0:00,Classic Cars
10161,25,2013.5,10/17/2003 0:00,Classic Cars
10173,39,2807.22,11/5/2003 0:00,Classic Cars
10182,44,3072.96,11/12/2003 0:00,Classic Cars
10193,25,1906.5,11/21/2003 0:00,Classic Cars
10204,45,3431.7,12/2/2003 0:00,Classic Cars
10213,25,8,1/22/2018 0:00,Classic Cars
10227,37,8,3/2/2018 0:00,Classic Cars
10241,30,8,4/13/2018 0:00,Classic Cars
10267,36,8,7/7/2018 0:00,Classic Cars
10279,26,8,8/9/2018 0:00,Classic Cars
10288,23,8,9/1/2018 0:00,Classic Cars
10302,23,1672.1,10/6/2003 0:00,Classic Cars
10311,25,8,10/16/2018 0:00,Classic Cars
10332,21,8,11/17/2018 0:00,Classic Cars
10344,26,8,11/25/2018 0:00,Classic Cars
10367,44,7,1/12/2019 0:00,Classic Cars
10380,24,7,2/16/2019 0:00,Classic Cars
10407,66,7,4/22/2019 0:00,Classic Cars
10420,36,6,5/29/2019 0:00,Classic Cars
10110,36,3069,3/18/2003 0:00,Classic Cars
10124,22,1713.8,5/21/2003 0:00,Classic Cars
10148,25,1506.5,9/11/2003 0:00,Classic Cars
10161,37,2692.12,10/17/2003 0:00,Classic Cars
10172,32,2422.08,11/5/2003 0:00,Classic Cars
10182,47,3488.34,11/12/2003 0:00,Classic Cars
10192,37,2583.34,11/20/2003 0:00,Classic Cars
10204,20,1249.4,12/2/2003 0:00,Classic Cars
10212,41,8,1/16/2018 0:00,Classic Cars
10226,21,8,2/26/2018 0:00,Classic Cars
10241,22,8,4/13/2018 0:00,Classic Cars
10267,40,8,7/7/2018 0:00,Classic Cars
10279,32,8,8/9/2018 0:00,Classic Cars
10288,36,8,9/1/2018 0:00,Classic Cars
10301,27,1944.54,10/5/2003 0:00,Classic Cars
10311,26,8,10/16/2018 0:00,Classic Cars
10321,30,8,11/4/2018 0:00,Classic Cars
10332,23,8,11/17/2018 0:00,Classic Cars
10344,29,8,11/25/2018 0:00,Classic Cars
10367,21,7,1/12/2019 0:00,Classic Cars
10380,34,7,2/16/2019 0:00,Classic Cars
10407,26,7,4/22/2019 0:00,Classic Cars
10420,60,6,5/29/2019 0:00,Classic Cars
10104,35,1942.15,1/31/2003 0:00,Classic Cars
10115,47,3259.92,4/4/2003 0:00,Classic Cars
10127,20,1213.8,6/3/2003 0:00,Classic Cars
10141,20,1086.6,8/1/2003 0:00,Classic Cars
10152,25,1632.75,9/25/2003 0:00,Classic Cars
10165,25,1734,10/22/2003 0:00,Classic Cars
10176,27,1857.06,11/6/2003 0:00,Classic Cars
10184,31,1863.41,11/14/2003 0:00,Classic Cars
10195,44,2924.68,11/25/2003 0:00,Classic Cars
10207,49,2294.18,12/9/2003 0:00,Classic Cars
10220,26,8,2/12/2018 0:00,Classic Cars
10230,36,8,3/15/2018 0:00,Classic Cars
10246,44,8,5/5/2018 0:00,Classic Cars
10259,28,8,6/15/2018 0:00,Classic Cars
10271,45,8,7/20/2018 0:00,Classic Cars
10282,29,8,8/20/2018 0:00,Classic Cars
10292,40,8,9/8/2018 0:00,Classic Cars
10305,45,8,10/13/2018 0:00,Classic Cars
10314,44,8,10/22/2018 0:00,Classic Cars
10324,25,8,11/5/2018 0:00,Classic Cars
10336,45,8,11/20/2018 0:00,Classic Cars
10349,48,8,12/1/2018 0:00,Classic Cars
10358,44,8,12/10/2018 0:00,Classic Cars
10371,25,7,1/23/2019 0:00,Classic Cars
10383,22,7,2/22/2019 0:00,Classic Cars
10394,31,7,3/15/2019 0:00,Classic Cars
10412,21,6,5/3/2019 0:00,Classic Cars
10425,55,6,5/31/2019 0:00,Classic Cars
10107,25,2845.75,2/24/2003 0:00,Motorcycles
10120,35,3431.75,4/29/2003 0:00,Motorcycles
10134,35,3273.9,7/1/2003 0:00,Motorcycles
10145,43,4119.4,8/25/2003 0:00,Motorcycles
10159,44,5355.68,10/10/2003 0:00,Motorcycles
10168,50,5747.5,10/28/2003 0:00,Motorcycles
10180,48,5355.36,11/11/2003 0:00,Motorcycles
10188,25,2535.75,11/18/2003 0:00,Motorcycles
10201,39,4351.23,12/1/2003 0:00,Motorcycles
10211,25,8,1/15/2018 0:00,Motorcycles
10223,32,8,2/20/2018 0:00,Motorcycles
10237,20,8,4/5/2018 0:00,Motorcycles
10251,26,8,5/18/2018 0:00,Motorcycles
10263,42,8,6/28/2018 0:00,Motorcycles
10275,21,8,7/23/2018 0:00,Motorcycles
10285,34,8,8/27/2018 0:00,Motorcycles
10299,47,8,9/30/2018 0:00,Motorcycles
10309,21,8,10/15/2018 0:00,Motorcycles
10318,48,8,11/2/2018 0:00,Motorcycles
10329,30,8,11/15/2018 0:00,Motorcycles
10339,27,8,11/23/2018 0:00,Motorcycles
10362,50,7,1/5/2019 0:00,Motorcycles
10374,38,7,2/2/2019 0:00,Motorcycles
10389,45,7,3/3/2019 0:00,Motorcycles
10403,46,7,4/8/2019 0:00,Motorcycles
10417,35,6,5/13/2019 0:00,Motorcycles
10110,29,1721.73,3/18/2003 0:00,Classic Cars
10123,50,2993.5,5/20/2003 0:00,Classic Cars
10137,26,1295.06,7/10/2003 0:00,Classic Cars
10148,47,2671.95,9/11/2003 0:00,Classic Cars
10161,23,1226.59,10/17/2003 0:00,Classic Cars
10172,34,1453.84,11/5/2003 0:00,Classic Cars
10181,34,1830.22,11/12/2003 0:00,Classic Cars
10192,47,2530.01,11/20/2003 0:00,Classic Cars
10204,45,2241.45,12/2/2003 0:00,Classic Cars
10212,45,8,1/16/2018 0:00,Classic Cars
10226,36,8,2/26/2018 0:00,Classic Cars
10241,21,8,4/13/2018 0:00,Classic Cars
10266,28,8,7/6/2018 0:00,Classic Cars
10278,35,8,8/6/2018 0:00,Classic Cars
10288,50,8,9/1/2018 0:00,Classic Cars
10301,22,1129.04,10/5/2003 0:00,Classic Cars
10311,45,8,10/16/2018 0:00,Classic Cars
10321,48,8,11/4/2018 0:00,Classic Cars
10332,20,8,11/17/2018 0:00,Classic Cars
10343,27,8,11/24/2018 0:00,Classic Cars
10367,38,7,1/12/2019 0:00,Classic Cars
10379,32,7,2/10/2019 0:00,Classic Cars
10407,64,7,4/22/2019 0:00,Classic Cars
10420,37,6,5/29/2019 0:00,Classic Cars
10106,28,2481.64,2/17/2003 0:00,Planes
10120,39,4651.53,4/29/2003 0:00,Planes
10133,41,3858.1,6/27/2003 0:00,Planes
10145,40,3501.6,8/25/2003 0:00,Planes
10168,49,6433.7,10/28/2003 0:00,Planes
10210,27,8,1/12/2018 0:00,Planes
10223,34,8,2/20/2018 0:00,Planes
10235,23,8,4/2/2018 0:00,Planes
10250,31,8,5/11/2018 0:00,Planes
10262,34,8,6/24/2018 0:00,Planes
10275,25,8,7/23/2018 0:00,Planes
10284,22,8,8/21/2018 0:00,Planes
10297,32,8,9/16/2018 0:00,Planes
10308,31,8,10/15/2018 0:00,Planes
10316,25,8,11/1/2018 0:00,Planes
10328,47,8,11/12/2018 0:00,Planes
10339,21,8,11/23/2018 0:00,Planes
10353,28,8,12/4/2018 0:00,Planes
10374,46,7,2/2/2019 0:00,Planes
10386,33,7,3/1/2019 0:00,Planes
10398,43,7,3/30/2019 0:00,Planes
10401,38,7,4/3/2019 0:00,Planes
10416,47,6,5/10/2019 0:00,Planes
10101,45,1404,1/9/2003 0:00,Vintage Cars
10110,20,710.2,3/18/2003 0:00,Vintage Cars
10124,45,1702.8,5/21/2003 0:00,Vintage Cars
10149,36,1194.84,9/12/2003 0:00,Vintage Cars
10162,37,1007.14,10/18/2003 0:00,Vintage Cars
10173,31,977.43,11/5/2003 0:00,Vintage Cars
10182,39,1436.76,11/12/2003 0:00,Vintage Cars
10193,26,759.46,11/21/2003 0:00,Vintage Cars
10205,32,1189.44,12/3/2003 0:00,Vintage Cars
10214,20,8,1/26/2018 0:00,Vintage Cars
10227,42,8,3/2/2018 0:00,Vintage Cars
10243,33,8,4/26/2018 0:00,Vintage Cars
10280,20,8,8/17/2018 0:00,Vintage Cars
10288,29,8,9/1/2018 0:00,Vintage Cars
10304,23,8,10/11/2018 0:00,Vintage Cars
10312,39,8,10/21/2018 0:00,Vintage Cars
10322,20,8,11/4/2018 0:00,Vintage Cars
10332,45,8,11/17/2018 0:00,Vintage Cars
10344,20,8,11/25/2018 0:00,Vintage Cars
10356,48,8,12/9/2018 0:00,Vintage Cars
10367,23,7,1/12/2019 0:00,Vintage Cars
10380,32,7,2/16/2019 0:00,Vintage Cars
10391,33,7,3/9/2019 0:00,Vintage Cars
10409,61,7,4/23/2019 0:00,Vintage Cars
10420,45,6,5/29/2019 0:00,Vintage Cars
10107,38,3155.14,2/24/2003 0:00,Motorcycles
10120,34,2848.86,4/29/2003 0:00,Motorcycles
10134,43,3570.29,7/1/2003 0:00,Motorcycles
10145,47,3902.41,8/25/2003 0:00,Motorcycles
10158,22,1474.66,10/10/2003 0:00,Motorcycles
10168,29,2186.89,10/28/2003 0:00,Motorcycles
10180,28,1919.4,11/11/2003 0:00,Motorcycles
10188,40,3656,11/18/2003 0:00,Motorcycles
10201,25,1847,12/1/2003 0:00,Motorcycles
10210,30,8,1/12/2018 0:00,Motorcycles
10223,38,8,2/20/2018 0:00,Motorcycles
10236,36,8,4/3/2018 0:00,Motorcycles
10250,32,8,5/11/2018 0:00,Motorcycles
10263,37,8,6/28/2018 0:00,Motorcycles
10275,30,8,7/23/2018 0:00,Motorcycles
10285,39,8,8/27/2018 0:00,Motorcycles
10297,32,8,9/16/2018 0:00,Motorcycles
10308,47,8,10/15/2018 0:00,Motorcycles
10318,26,8,11/2/2018 0:00,Motorcycles
10329,37,8,11/15/2018 0:00,Motorcycles
10340,55,8,11/24/2018 0:00,Motorcycles
10363,21,7,1/6/2019 0:00,Motorcycles
10375,23,7,2/3/2019 0:00,Motorcycles
10389,49,7,3/3/2019 0:00,Motorcycles
10402,59,7,4/7/2019 0:00,Motorcycles
10416,32,6,5/10/2019 0:00,Motorcycles
